message,post_fb_url,page_name,username,page_id,page_cateogry,topadmin_country,page_description,page_created,page_likes,page_followers,created_date,created_date_edt,created_time,type,total_interaction,nb_likes,nb_comments,nb_shares,nb_love,nb_wow,nb_haha,nb_sad,nb_angry,nb_care,video_share_status,video_owner,video_post_view,video_total_view,video_total_view_crossposts,video_length,,,link,final_link,image_text,link_text,description,Results
Such beautiful story-telling and a very heartwarming story 🥹♥️♥️,https://www.facebook.com/101582181995256/posts/396247762528695,Mia Monet,MiaMonetOnAir,101582181995256,NEWS_PERSONALITY,US,"WDAM reporter who wants to tell your stories.
New Orleans Native.
Tuskegee University c/o 2020 ",2021-02-27 19:29:41,1538.0,2549.0,2022-06-16 23:12:13 EDT,2022-06-16,23:12:13,Link,14,3,3,1,7,0,0,0,0,0,,-,0,0,0,,,,https://www.wdam.com/2022/06/16/grandson-goes-bald-support-grandma-undergoing-cancer-treatments/?fs=e&s=cl,https://www.wdam.com/2022/06/16/grandson-goes-bald-support-grandma-undergoing-cancer-treatments/,,This is a re-share of a post,"A grandson in Bassfield is choosing to fight a battle with his grandma she never saw coming. A simple act has reminded this grandma she isn’t alone ❤️.
•
•

https://www.wdam.com/2022/06/16/grandson-goes-bald-support-grandma-undergoing-cancer-treatments/?fbclid=IwAR2vgFw7qH1q9HZ1ZnpUgquwC02HdyWUMHFsPdZ2miNipt1r1CLCPxDadUs&fs=e&s=cl:=:https://www.wdam.com/2022/06/16/grandson-goes-bald-support-grandma-undergoing-cancer-treatments/",
,https://www.facebook.com/101582181995256/posts/389842773169194,Mia Monet,MiaMonetOnAir,101582181995256,NEWS_PERSONALITY,US,"WDAM reporter who wants to tell your stories.
New Orleans Native.
Tuskegee University c/o 2020 ",2021-02-27 19:29:41,1499.0,2471.0,2022-06-06 21:09:27 EDT,2022-06-06,21:09:27,Photo,15,4,1,1,9,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/ultimatesaintsfanpage/photos/a.526276650787442/5215682091846851/?type=3,,IF YOU AREN'T RIDING WITH US NOW... DON'T BE RIDING WITH US WHEN WE'RE IN THE SUPER BOWL,New Orleans Saints Fans,,
Welcome to the Pine Belt Tia😊 Tia McKenzie is WDAM’s newest reporter! •Member of Alpha Kappa Alpha Sorority Inc. •c/o 2020 Tougaloo College (Bachelor’s ) •c/o 2022 Ole’ Miss (Masters) I’m loving all of her #BlackGirlMagic ♥️ Be sure to stay tuned and catch her on WDAM soon!,https://www.facebook.com/101582181995256/posts/393017109518427,Mia Monet,MiaMonetOnAir,101582181995256,NEWS_PERSONALITY,US,"WDAM reporter who wants to tell your stories.
New Orleans Native.
Tuskegee University c/o 2020 ",2021-02-27 19:29:41,1524.0,2525.0,2022-06-11 18:07:54 EDT,2022-06-11,18:07:54,Photo,56,29,5,2,20,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/MiaMonetOnAir/photos/a.165489908937816/393015266185278/?type=3,,,Photos from Mia Monet's post,,
#BREAKINGNEWS Hattiesburg High school’s own Logan Green has done it AGAIN! 🤩🤩🤩 Congratulations to the Speech and Debate NATIONAL CHAMPION and her coaches! 🎉🤩👏🏽,https://www.facebook.com/101582181995256/posts/396849679135170,Mia Monet,MiaMonetOnAir,101582181995256,NEWS_PERSONALITY,US,"WDAM reporter who wants to tell your stories.
New Orleans Native.
Tuskegee University c/o 2020 ",2021-02-27 19:29:41,1541.0,2554.0,2022-06-17 21:29:52 EDT,2022-06-17,21:29:52,Photo,615,74,52,258,227,0,0,0,0,4,,-,0,0,0,,,,https://www.facebook.com/MiaMonetOnAir/photos/a.165489908937816/396848185801986/?type=3,,,Photos from Mia Monet's post,,
Statement from Michelle Obama on Roe v Wade,https://www.facebook.com/101582181995256/posts/401206892032782,Mia Monet,MiaMonetOnAir,101582181995256,NEWS_PERSONALITY,US,"WDAM reporter who wants to tell your stories.
New Orleans Native.
Tuskegee University c/o 2020 ",2021-02-27 19:29:41,1552.0,2573.0,2022-06-24 13:24:46 EDT,2022-06-24,13:24:46,Link,7,2,0,2,1,0,0,1,0,1,,-,0,0,0,,,,https://www.facebook.com/100044412400213/posts/pfbid0KbCdDdxXK3JL25owb9VExkagXtWYFXXMNMaVXJcQxieQmp3L32SpzUD4W4oGnJhcl/,,,This is a re-share of a post,"I am heartbroken today. 

I am heartbroken for people around this country who just lost the fundamental right to make informed decisions about their own bodies.

I am heartbroken that we may now be destined to learn the painful lessons of a time before Roe was made law of the land—a time when women risked losing their lives getting illegal abortions. A time when the government denied women control over their reproductive functions, forced them to move forward with pregnancies they didn’t want, and then abandoned them once their babies were born. 

That is what our mothers and grandmothers and great-grandmothers lived through, and now here we are again. 

So yes, I am heartbroken—for the teenage girl, full of zest and promise, who won’t be able to finish school or live the life she wants because her state controls her reproductive decisions; for the mother of a nonviable pregnancy who is now forced to bring that pregnancy to term; for the parents watching their child’s future evaporate before their very eyes; for the health care workers who can no longer help them without risking jail time. 

When we don’t understand our history, we are doomed to repeat its mistakes. In this country, our futures are tied together in a delicate tapestry that we each have a hand in making. Too often, cynicism or indifference makes us feel like we don’t have a say in weaving it, but that couldn’t be further from the truth. The more we allow pessimism to push us further into helplessness, the less we will be empowered to help create the kind of country we want to live in.  

This horrifying decision will have devastating consequences, and it must be a wake-up call, especially to the young people who will bear its burden. I know this is not the future you chose for your generation—but if you give up now, you will inherit a country that does not resemble you or any of the values you believe in. 

This moment is difficult, but our story does not end here. It may not feel like we are able to do much right now, but we can. And we must. 

If you’re like me and you want to get started right now, I encourage you to channel your frustration and anger into action by getting involved. Organizations like Planned Parenthood and The United State of Women, among many others, have resources you can look to if you want to help others or if you need help yourself. 

Our hearts may be broken today, but tomorrow, we’ve got to get up and find the courage to keep working towards creating the more just America we all deserve. We have so much left to push for, to rally for, to speak for—and I know we can do this together.

Planned Parenthood: 
- Access care, learn more, and get involved: plannedparenthood.org 

The United State of Women Reproductive Justice Hub
- Access care, volunteer, and donate to abortion funds: usow.org/repro/:=:https://usow.org/repro/",
"T’Kia Bevily, sits down to discuss her long journey. After years of being dragged through the Mississippi Justice System.",https://www.facebook.com/101582181995256/posts/401469578673180,Mia Monet,MiaMonetOnAir,101582181995256,NEWS_PERSONALITY,US,"WDAM reporter who wants to tell your stories.
New Orleans Native.
Tuskegee University c/o 2020 ",2021-02-27 19:29:41,1552.0,2573.0,2022-06-24 23:53:12 EDT,2022-06-24,23:53:12,Native Video,1867,504,321,336,370,24,3,42,15,252,owned,Yes,64342,68744,0,00:03:06,,,https://www.facebook.com/MiaMonetOnAir/videos/478065787418372/,,,T’Kia Bevily sits down to discuss her journey,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilkes-Barre POWER is back! Check out the details on their return event coming up on Thursday. Hope to see you there!,https://www.facebook.com/137461419665679/posts/5098241310254307,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5521.0,5619.0,2022-06-01 09:59:18 EDT,2022-06-01,09:59:18,Link,4,2,1,0,1,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/events/5120759467993896/,,,Wilkes-Barre POWER June Networking Event,"Join us at our June Networking Event at Kevin's Bar & Restaurant on Thursday, 6/2/22 from 6-8pm!

It is $35 for a 1 year membership to POWER! This is an annual membership fee that the gives you access to 1 calendar year of POWER events. Events will be held once per month! There is no additional cost to attend an event as a member.

-Professional Networking for ALL ages & ALL industries
-Meet local/regional entrepreneurs, business owners, industry professionals, community leaders, and more!
-No limit on industry professionals
-Featured Non-Profit: CASA of Luzerne County
-Professional photos by Darren Elias Photography
-Complimentary Light Fare
-Cash Bar

Not a member of POWER? Sign up here:
https://wilkesbarrepower.com/members/signup

Thank you for all of your support!",0
"Looking for something to do this weekend? Check out this spectacular display in Tunkhannock, Wyoming County!! #DiscoverNEPA",https://www.facebook.com/137461419665679/posts/3316856488392807,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5630.0,5703.0,2020-10-03 10:27:27 EDT,2020-10-03,10:27:27,Link,4,3,0,1,0,0,0,0,0,0,,-,0,0,0,,,,https://www.discovernepa.com/articles-and-stories/picture-this-the-pumpkin-walk-at-creekside-gardens/,,,This is a re-share of a post,"Picture This: Creekside Gardens in Tunkhannock just opened their Pumpkin Walk earlier today, and we took a stroll through the autumn attraction to give you a sneak peek! Tickets to the unique display are available online only. 🎃 #DiscoverNEPA",
"Only 18 tickets left (as of 11AM) for this Sunday’s unique open air purse bingo fundraiser for Big Brothers Big Sisters of NEPA!! Don’t delay getting your tickets, they’ll be sold out soon. #communitysupport #ForTheKids",https://www.facebook.com/137461419665679/posts/3323330884412034,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5628.0,5700.0,2020-10-05 12:09:41 EDT,2020-10-05,12:09:41,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/events/985010871912562/,,,Purse Bingo 2020 SOLD OUT!!,"We are sold out for the 4th annual purse bingo !  
Join Big Brothers Big Sisters for an afternoon of Bingo Tailgating, BYOB, Purse Winning Fun!!!

$25 includes 20 Bingo Games 
Purse Bingo Event is limited to 200 tickets

Basket raffles, 50/50
 
$5 Special Games & Vendors for shopping fun. 

PRIZES for Best Hat, Best Mask & Best Decorated Car/Parking Space!!!

BYOB will be permitted & carpooling encouraged

Designers Bags will include Dooney & Bourke, Coach, Michael Kors, Kate Spade, & more!

Event will follow COVID 19 CDC guidelines. Social Distancing & masks will be required beyond your parking space. 

For tickets, information or to become 
a sponsor please contact (570)824-8756 or visit bbbsnepa.org

Thank you for your support!!!

Rain Date: October 18, 2020


 



 


     ",
It's an 11 acre corn maze in the Poconos! Here's another fun spot to check out this fall season. #DiscoverNEPA,https://www.facebook.com/137461419665679/posts/3322769827801473,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5628.0,5700.0,2020-10-05 08:26:16 EDT,2020-10-05,08:26:16,Link,3,3,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.discovernepa.com/articles-and-stories/picture-this-fun-on-the-farm-at-mazezilla/,,,This is a re-share of a post,Picture This: Did you know there is an enormous corn maze at Klingel's Farm in Saylorsburg? Here's our peek at the 11-acre Mazezilla and some other fall fun. 🌽 #DiscoverNEPA,
Sean Connery passes away. One of my absolute favorite movie series! 😥,https://www.facebook.com/137461419665679/posts/3396687713743017,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5619.0,5691.0,2020-10-31 08:58:59 EDT,2020-10-31,08:58:59,Link,8,1,0,0,0,0,0,7,0,0,,-,0,0,0,,,,https://www.google.com/amp/s/variety.com/2020/film/actors/sean-connery-dies-oscar-winner-and-james-bond-star-dead-at-90-1234820498/amp/,https://variety.com/2020/film/actors/sean-connery-dies-oscar-winner-and-james-bond-star-dead-at-90-1234820498/,,"Sean Connery, Oscar Winner and James Bond Star, Dies at 90","Sean Connery, the Scottish-born actor who rocketed to fame as James Bond and became one of the movies’ most popular and enduring international stars, has died. He was 90. Connery, long regarded as …",
Enjoy some locally made wine! #DiscoverNEPA,https://www.facebook.com/137461419665679/posts/3352791214799334,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5625.0,5698.0,2020-10-14 18:00:44 EDT,2020-10-14,18:00:44,Link,3,3,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.discovernepa.com/things-to-do/search/?currentView=map&searchQuery=wine&categories%5B0%5D=breweries-wineries-and-distilleries,,,This is a re-share of a post,Cheers to October being Pennsylvania Wine Month! You can celebrate using our map of local wineries. 👇🏼🍷 #DiscoverNEPA,
"Enjoy fall with this awesome prize package from Brace's Orchard in Dallas, Luzerne County. Enter by checking out our contest post below. #DiscoverNEPA",https://www.facebook.com/137461419665679/posts/3346695078742281,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5624.0,5697.0,2020-10-12 14:35:46 EDT,2020-10-12,14:35:46,Photo,10,10,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/DiscoverNEPA/photos/a.1327616867371895/2327144220752483/?type=3,,,DiscoverNEPA,"*CONTEST CLOSED*
-
-
CONTEST ALERT: Like this post to be entered to win a Brace's Orchard prize package! Our friends at the orchard in Dallas have given us a $50 gift certificate, two bags for apple picking, four wagon rides and two gallons of cider. One lucky winner will be selected at random and announced Wednesday, October 14th. Additional details/alternate entry below. ⬇️ #DiscoverNEPA
_
_
_
_
_
DiscoverNEPA, LLC’s “Brace's Orchard” Sweepstakes runs from 12:30pm on October 12, 2020 to 12:30pm on October 14, 2020. NO PURCHASE NECESSARY. A purchase will not improve chance of winning. Void outside of PA and where prohibited or restricted by law. Must be 18 to enter. Open to PA residents who are U.S. citizens only. Alternative methods of entry: (1) online entry form at http://bit.ly/DNentry; or (2) written letter to Sponsor at 100 Baltimore Drive, East Mountain Corporate Center, Wilkes-Barre, PA 18702 with the subject (Attn: “Brace's Orchard” Sweepstakes) and include Entrant’s first and last name, zip code, email address, and mailing address. Odds of winning will be determined by the total number of eligible entries received during the Sweepstakes Period. Visit the online entry form for a full copy of Official Sweepstakes Rules.",
Fantastic sunset tonight!! #nepabeauty,https://www.facebook.com/137461419665679/posts/3341041242640998,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5625.0,5698.0,2020-10-10 19:38:28 EDT,2020-10-10,19:38:28,Photo,29,25,0,0,2,1,0,0,0,1,,-,0,0,0,,,,https://www.facebook.com/DaveKuharchikTV/photos/a.448915148520303/3341040442641078/?type=3,,,,,
A bald eagle habitat at Knoebels? Who knew!? #DiscoverNEPA,https://www.facebook.com/137461419665679/posts/3330713843673738,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5625.0,5698.0,2020-10-07 17:42:23 EDT,2020-10-07,17:42:23,Native Video,2,1,1,0,0,0,0,0,0,0,share,No,41,1749,0,00:01:26,,,https://www.facebook.com/DiscoverNEPA/videos/2713285788922326/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FDiscoverNEPA%2Fvideos%2F2713285788922326%2F,,DiscoverNEPA,Have you visited Henry and Hattie during your trips to Knoebels Amusement Resort? We stopped by the park's Bald Eagle Habitat for the story on the majestic birds. 🦅 #DiscoverNEPA,
Money saving deals at local businesses that you'll want to check out. #DiscoverNEPA,https://www.facebook.com/137461419665679/posts/3384091508335971,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5618.0,5691.0,2020-10-26 15:41:24 EDT,2020-10-26,15:41:24,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.discovernepa.com/deals/?currentView=grid&sort=title&sortOrder=asc,,,This is a re-share of a post,"Support local businesses using this week's 5 featured deals! Head to the deals page on our website for 100+ exclusive offers. And don’t forget, please follow PA/CDC guidelines to prevent the spread of coronavirus (COVID-19). 👇🏻 #DiscoverNEPA",
It’s restaurant week at #DiscoverNEPA!! Check out our featured spots below. You might see a new place to try. See the post for details on how to enter the contest!,https://www.facebook.com/137461419665679/posts/5154538021291302,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5515.0,5617.0,2022-06-21 14:34:49 EDT,2022-06-21,14:34:49,Photo,15,15,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/DiscoverNEPA/photos/a.1327616867371895/2883749161758650/?type=3,,,DiscoverNEPA,"*CONTEST CLOSED*
🎉 Congratulations to our 34 winners! 🎉
1. IG user @rachey226 - Alter House 
2. Heidi Patten - Backwoods Bar and Kitchen
3. AnnMarie Carey - Bettelli's Villa
4. IG user @trebliftk - Bistro on the Avenue
5. IG user @sarahanneliz - Bonnie & Clyde Pub and Grill
6. Jordan Cadwalader - Brass Buckle Restaurant
7. Alison Melissa - Broadway Grille and Underground
8. IG user @bootyliciouswhitegirl - Cooper's Seafood House
9. Gerald McDonough - Food & Fire BBQ and Taphouse
10. Diane Pace Schumacher - Friedman Hospitality Group
11. Sherry Karvaski - Friedman Hospitality Group
12. Lorianne Masi - Friedman Hospitality Group
13. Daniel Hannon - Friedman Hospitality Group
14. M Rappaport - Fuji
15. DeAnna Clause McGrane - Macaluso's Restaurant & Cocktail Bar
16. Shannon Kempinski - Marianacci's
17. IG user @linda31761 - MVD Restaurant and Bar
18. Joyce Koptcho - Native
19. IG user @kellylynnshim - The Riverwalck Saloon
20. Christopher Clearkin - The Park Tavern and Grille
21. Ronald Bukoski - The Railyard
22. Deb Stevens - Twigs Cafe 
23. Janelle Lynn - AV Restaurant and Lounge
24. Meagan Bedwick - AV Restaurant and Lounge
25. Sandy Dickison - Big Dan's BBQ & Catering
26. Teresa Manfre - Big Dan's BBQ & Catering
27. IG user @edegregi - Camp Umpy's Bagels & Stuff
28. Mary Evanich - Camp Umpy's Bagels & Stuff
29. Amy Schwartz - Fork 'n' Bowl
30. Mary Ojevich - Fork 'n' Bowl
31. IG user @leahmullery - Hooked on State Street
32. Amy Smith Schuster - Hooked on State Street
33. Kimberly Long - Moon Tavern
34. Janet Seltzer - Moon Tavern

Please message our page or check your email to claim your prize.
_
_
🍽RESTAURANT CONTEST ALERT🍽: Today we’re giving away gift cards from NEPA’s local restaurants! Just like this post for the chance to win prizes from Alter House, Backwoods Bar and Kitchen, Bank+Vine, Bettelli's Villa, Bistro On The Ave, Bonnie & Clyde, Brass Buckle Mexican Restaurant, Broadway Grille + Broadway Underground, Cooper's Seafood House, Cork Bar & Restaurant, Fire and Ice on Toby Creek, Food & Fire, Fuji Pittston PA, Grico's South, Grico's Restaurant and Catering, Kevin's Bar & Restaurant, Macaluso's Restaurant and Cocktail Bar and Lantern Lodge, Marianacci's Restaurant/Pa., MVD Restaurant and Bar, Native Food & Drink, RikasaonMain, River Street Jazz Cafe, The Riverwalck Saloon, The Beaumont Inn, The Park Tavern and Grille, The Railyard, Twigs Cafe, AV Restaurant and Lounge, Big Dan's BBQ, Camp Umpy's Bagels & Stuff, Fork 'n' Bowl, Hooked on State Street and Moon Tavern. Thirty-four winners will be selected at random, with their names and which prize they won announced on Friday, June 24th. Additional details/alternate entry below. ⬇️ #DiscoverNEPA 
_
_
_
_
_
DiscoverNEPA, LLC’s “Restaurant Contest Week” Sweepstakes runs from 8:00am on June 20, 2022 to 8:00am on June 24, 2022. NO PURCHASE NECESSARY. A purchase will not improve chance of winning. Void outside of PA and where prohibited or restricted by law. Must be 18 to enter. Open to PA residents who are U.S. citizens only. Alternative methods of entry: (1) online entry form at https://bit.ly/DNEPARestaurants:=:https://www.discovernepa.com/restaurant-week-sweepstakes-entry-form/; or (2) written letter to Sponsor at 100 Baltimore Drive, East Mountain Corporate Center, Wilkes-Barre, PA 18702 with the subject (Attn: “Restaurant Contest Week” Sweepstakes) and include Entrant’s first and last name, zip code, email address, and mailing address. Odds of winning will be determined by the total number of eligible entries received during the Sweepstakes Period. By entering each contest, entrants become eligible to win one of the prizes featured. Winners will not be able to choose which specific prize they will receive. Visit the online entry form for a full copy of Official Sweepstakes Rules.",
The arts are alive and well in Northeastern PA!! #DiscoverNEPA,https://www.facebook.com/137461419665679/posts/3336788736399582,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5625.0,5698.0,2020-10-09 11:20:45 EDT,2020-10-09,11:20:45,Native Video,1,1,0,0,0,0,0,0,0,0,share,No,36,4524,0,00:01:54,,,https://www.facebook.com/DiscoverNEPA/videos/434897520822182/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FDiscoverNEPA%2Fvideos%2F434897520822182%2F,,DiscoverNEPA,The Scranton Civic Ballet Company has been educating students and sharing their love for the arts since 1978! We sat down with the director of the premier school to learn how they bring quality training to young dancers in the region. 🩰 #DiscoverNEPA,
"Harveys Lake in Luzerne County is always a beautiful spot, especially when the fall color is at its best!! #DiscoverNEPA",https://www.facebook.com/137461419665679/posts/3385925501485905,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5618.0,5690.0,2020-10-27 08:35:09 EDT,2020-10-27,08:35:09,Native Video,14,10,0,3,1,0,0,0,0,0,share,No,63,29561,0,00:00:55,,,https://www.facebook.com/DiscoverNEPA/videos/366497721260353/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FDiscoverNEPA%2Fvideos%2F366497721260353%2F,,DiscoverNEPA,We got a drone's-eye view of the stunning fall foliage around Harveys Lake in Luzerne County. 🍂 #DiscoverNEPA,
Ukrainian specialities in the Electric City!! #DiscoverNEPA,https://www.facebook.com/137461419665679/posts/3357706614307794,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5625.0,5698.0,2020-10-16 15:18:04 EDT,2020-10-16,15:18:04,Native Video,5,3,0,1,1,0,0,0,0,0,share,No,37,1605,0,00:01:30,,,https://www.facebook.com/DiscoverNEPA/videos/783128385583619/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FDiscoverNEPA%2Fvideos%2F783128385583619%2F,,DiscoverNEPA,"When it comes to authentic crepes, Crocus Café in downtown Scranton is the spot! The café's owner gave us the inside scoop on how she ended up sharing her love of crepes with NEPA. 🍴 #DiscoverNEPA",
Enjoy a train ride through beautiful parts of the Poconos. Find more details & enter below to win. #DiscoverNEPA,https://www.facebook.com/137461419665679/posts/3365422293536226,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5624.0,5697.0,2020-10-19 16:07:12 EDT,2020-10-19,16:07:12,Photo,17,15,1,0,0,1,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/DiscoverNEPA/photos/a.1327616867371895/2334790836654488/?type=3,,,DiscoverNEPA,"*CONTEST CLOSED*
-
-
CONTEST ALERT: Want to take a scenic train ride on The Stourbridge Line? Like this post to be entered to win 4 tickets for an excursion through the Northern Pocono Mountains! Two lucky winners will be selected at random and announced Thursday, October 22nd. Additional details/alternate entry below. ⬇️ #DiscoverNEPA
_
_
_
_
_
DiscoverNEPA, LLC’s “Stourbridge Line Tickets” Sweepstakes runs from 12:15pm on October 19, 2020 to 12:15pm on October 22, 2020. NO PURCHASE NECESSARY. A purchase will not improve chance of winning. Void outside of PA and where prohibited or restricted by law. Must be 18 to enter. Open to PA residents who are U.S. citizens only. Alternative methods of entry: (1) online entry form at http://bit.ly/DNentry; or (2) written letter to Sponsor at 100 Baltimore Drive, East Mountain Corporate Center, Wilkes-Barre, PA 18702 with the subject (Attn: “Stourbridge Line Tickets” Sweepstakes) and include Entrant’s first and last name, zip code, email address, and mailing address. Odds of winning will be determined by the total number of eligible entries received during the Sweepstakes Period. Visit the online entry form for a full copy of Official Sweepstakes Rules.",
Hallo-Fun Weekend highlights at Knoebels!! #sundayfunday #october #fall,https://www.facebook.com/137461419665679/posts/3382027571875698,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5618.0,5691.0,2020-10-25 20:48:21 EDT,2020-10-25,20:48:21,Photo,12,10,1,1,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/DaveKuharchikTV/photos/a.448915148520303/3382022521876203/?type=3,,,Photos from Dave Kuharchik's post,,
A local inspiration to Disney’s Haunted Mansion!! #DiscoverNEPA,https://www.facebook.com/137461419665679/posts/3396876930390762,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5619.0,5691.0,2020-10-31 10:21:17 EDT,2020-10-31,10:21:17,Link,6,5,1,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.discovernepa.com/thing-to-do/harry-packer-mansion/,,,The Harry Packer Mansion | Jim Thorpe | DiscoverNEPA,"The Harry Packer Mansion is a historic home hotel in Jim Thorpe, PA.",
"Highlights from today’s modified “Walk to End Epilepsy” called the “Purple Pop-Up Party”. Honored to once again emcee this annual event in memory of my brother, Joe, and to support the 1 in 26 Americans that battle epilepsy each day! #walktoendepilepsy #efepa",https://www.facebook.com/137461419665679/posts/3378144225597366,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5618.0,5691.0,2020-10-24 10:40:32 EDT,2020-10-24,10:40:32,Photo,26,25,0,0,1,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/DaveKuharchikTV/photos/a.448915148520303/3378138388931283/?type=3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FDaveKuharchikTV%2Fphotos%2Fa.448915148520303%2F3378138388931283%2F%3Ftype%3D3,,Photos from Dave Kuharchik's post,,
Fall's best colors will shine brightly in the next week or two across our area. Find out the best spots to take in the beauty. #DiscoverNEPA,https://www.facebook.com/137461419665679/posts/3332806386797817,Dave Kuharchik,DaveKuharchikTV,137461419665679,NEWS_PERSONALITY,US,Director of Strategic Partnerships at DiscoverNEPA & Business Development Director at Mericle Commercial Real Estate Services,2011-06-20 19:15:20,5625.0,5698.0,2020-10-08 08:46:19 EDT,2020-10-08,08:46:19,Link,5,5,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.discovernepa.com/articles-and-stories/nepa-fall-foliage-destinations/,,,NEPA Fall Foliage Destinations | DiscoverNEPA,October marks the peak of fall foliage season in NEPA. We’ve put together a list of some of the top spots for go leaf peeping.,
