,page_name,username,page_id,page_cateogry,topadmin_country,page_description,page_created,page_likes,page_followers,created_date,created_date_edt,created_time,type,total_interaction,nb_likes,nb_comments,nb_shares,nb_love,nb_wow,nb_haha,nb_sad,nb_angry,nb_care,video_share_status,video_owner,video_post_view,video_total_view,video_total_view_crossposts,video_length,post_fb_url,message,link,final_link,image_text,link_text,description,sponsor_id,sponsor_name,sponsor_category,score,post_id,week,month
166,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16260.0,17585.0,2020-10-30 19:00:07 EDT,2020-10-30,19:00:07,Live Video Complete,11,2,1,5,3,0,0,0,0,0,crosspost,Yes,141,405,12304,01:24:15,https://www.facebook.com/444125570150/posts/761752621079122,"How would you have us, as we are? Or sinking ‘neath the load we bear? – James Weldon Johnson, To America Join us in Brooklyn’s historic Green-Wood Cemetery for a night of performance inspired by the poetry of James Weldon Johnson, who is buried at Green-Wood and best known for his anthem “Lift Every Voice and Sing.” Curated by Death of Classical and Green-Wood, it will blend music, history, literature, and dance into a single sweeping, shuddering cry into the night. Featuring poetry by Weldon Johnson, Langston Hughes and Terrance Hayes; stories from the lives of Margaret Pine, the last enslaved person in New York State, a young drummer boy killed in the Civil War, former NY Governor DeWitt Clinton, and others; and music by The Harlem Chamber Players, violinist Lady Jess, singers Danielle Buonaiuto, Freddie June, Paul Grosvenor and many more talented souls. It is a lament, a love song, a prayer, and a plea to America in a time of deep uncertainty, in remembrance of all that this nation has been, and all that it can be. Join us after the performance for a discussion about the creation of “To America” with Liz Player, Executive Director and Artistic Director of The Harlem Chamber Players and Death of Classical Founder and General & Artistic Director Andrew Ousley. Hosted by WQXR’s James Bennett.",https://www.facebook.com/thegreenespace/videos/761752621079122/,,,To America: A Live Performance in Green-Wood Cemetery,,,,,-0.08,,,
3,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16175.0,17574.0,2022-06-16 19:30:39 EDT,2022-06-16,19:30:39,Live Video Complete,5,0,1,3,1,0,0,0,0,0,owned,Yes,51,84,0,01:53:41,https://www.facebook.com/444125570150/posts/1646872369033183,"This third night features Brazilian polymath Badi Assad, who is a guitarist, yes, and…a singer, percussionist, keyboardist, and dancer. Also, on the third night, the possibly cosmic and definitely virtuosic shimmering fire of guitarist and composer Vernon Reid together with multi-instrumentalist Laraaji, perhaps on zither. John Schaefer hosts.",https://www.facebook.com/thegreenespace/videos/1646872369033183/,,,"New York Guitar Festival 2022: Badi Assad, Vernon Reid, and Laraaji",,,,,-0.55,,,
173,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16273.0,17589.0,2020-10-20 19:00:10 EDT,2020-10-20,19:00:10,Live Video Complete,4,2,1,0,1,0,0,0,0,0,crosspost,Yes,67,67,752,00:31:26,https://www.facebook.com/444125570150/posts/686040662048412,"Climb into our joy machine for 30 minutes and you’ll see what a few local musicians, comedians, dancers and animators can do with nothing but their talents and whatever gear they’ve got in their apartments. Your esteemed MC Adam Hamway is very much LIVE, and all the videos he’ll introduce to you were curated by The Greene Space team and created by New York City artists while the city has been on pause for social distancing. Tune in here on this page at 7pm ET, support the scene and save your FOMO for, umm, everything else in life.",https://www.facebook.com/thegreenespace/videos/686040662048412/,,,Still Live From New York: Ep. 9,,,,,-0.67,,,
168,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16261.0,17585.0,2020-10-29 19:00:18 EDT,2020-10-29,19:00:18,Live Video Complete,0,0,0,0,0,0,0,0,0,0,crosspost,Yes,59,59,484,00:44:29,https://www.facebook.com/444125570150/posts/679465986272140,LIVE NOW: Imara Jones with Transgender Legal Defense & Education Fund 's AndyMarra and WNYC 's Matt Katz discuss recent polling and the appointment of Amy Coney Barrett to the Supreme Court's impact on trans issues. @translashmedia,https://www.facebook.com/thegreenespace/videos/679465986272140/,,,Lives at Stake: State of the Race,,,,,-24.0,,,
176,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16277.0,17591.0,2020-10-16 14:50:36 EDT,2020-10-16,14:50:36,Live Video Scheduled,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/444125570150/posts/10164850014180151,"For the finale of Death, Sex & Money‘s Audio We Love Fest, join host Anna Sale for a live conversation with Back Issue hosts Tracy Clayton and Josh Gwynn. In their new show, Tracy and Josh share the stories behind some legendary moments in pop culture—including ones that are pretty cringeworthy in hindsight—and go deep on some of people, shows, and songs that changed us forever. Join the nostalgia party and watch as they share some of the moments from the past that are bringing them joy in a tumultuous year.",https://www.facebook.com/thegreenespace/videos/3317348985027701/,,,Death Sex & Money’s Audio We Love Fest: Back Issue,,,,,-20.0,,,
185,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16254.0,17562.0,2020-10-07 19:00:10 EDT,2020-10-07,19:00:10,Live Video Complete,1,1,0,0,0,0,0,0,0,0,crosspost,Yes,85,85,766,01:03:52,https://www.facebook.com/444125570150/posts/392627308568964,"2020 has been an historic year for Native American rights. From the Supreme Court victory in McGirt v. Oklahoma to Washington’s NFL team finally changing its name, Native Nations and their citizens are celebrating long-awaited gains. At the same time, Indian Country has been hit hard by the coronavirus pandemic, and Native leaders have joined the call to address anti-Black racism in policing, policy, and even within our own communities. Journalist and podcast host Rebecca Nagle (Cherokee), host of the podcast This Land, convenes a group of Native leaders as they discuss U.S. Government policies currently at play, the impact of COVID-19 on their communities, and what’s at stake for native peoples in this election. Panel guests: Amanda Blackhorse (Diné) is a social worker, mom and was the lead plaintiff in Blackhorse v. Pro-Football; The lawsuit that challenged the trademark of the Washington football team’s racist name. Amber Starks (Mvskoke) is a salon owner, a natural hair advocate, and a social media influencer at the intersection of Black liberation and Indigenous sovereignty. Abigail Echo Hawk (Pawnee) is a public health advocate, researcher, and the director of the Urban Indian Health Institute and the Chief Research Officer for the Seattle Indian Health Board.",https://www.facebook.com/thegreenespace/videos/392627308568964/,,,History in the Making: Reflections on Contemporary Issues Facing Native Americans,,,,,-0.92,,,
184,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16263.0,17574.0,2020-10-08 17:02:57 EDT,2020-10-08,17:02:57,Live Video Scheduled,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/444125570150/posts/10164814043025151,"Director, TED Fellow and White House Champion of Change Madeline Sayet hosts Patricia Marroquin Norby, Associate Curator of Native American Art at The Met — where she is the first-ever full-time curator in the department — actor Tanis Parenteau (Billions) and artist Ty Defoe as they discuss Indigenous storytelling — the mainstream-ization of the concept, their personal practices, and how adding native narratives can help create a more inclusive, and honest, understanding of country and history.",https://www.facebook.com/thegreenespace/videos/357408549010293/,,,First Peoples Week: Telling Our Own Story,,,,,-20.0,,,
187,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16246.0,17551.0,2020-10-06 19:00:17 EDT,2020-10-06,19:00:17,Live Video Complete,8,2,3,2,1,0,0,0,0,0,crosspost,Yes,115,126,1924,01:01:35,https://www.facebook.com/444125570150/posts/836852417056503,"A rich history of peacekeeping and inter-tribal diplomacy existed in the present-day Northeast United States, and traditions thrived that helped lay the groundwork for what we consider to be American democracy. Our host, Iakowi:he’ne’ Oakes, speaks with Kanasaraken Loran Thompson to uncover how a great set of laws and treaties maintained harmony from present day Pennsylvania to Connecticut. Presented in collaboration with the American Indian Community House.",https://www.facebook.com/thegreenespace/videos/836852417056503/,,,The Great Law of Peace and Treaties of the Northeast,,,,,-0.33,,,
180,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16266.0,17576.0,2020-10-09 18:04:08 EDT,2020-10-09,18:04:08,Live Video Scheduled,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/444125570150/posts/10164818738020151,"Samantha Crain is a Choctaw singer, songwriter, poet, producer, and musician from Oklahoma. Her genre-spanning discography has been critically acclaimed by media outlets such as Rolling Stone, SPIN, Paste, No Depression, NPR, PRI, The Guardian, NME, Uncut, and others. She has toured with First Aid Kit, Neutral Milk Hotel, Lucy Rose, The Avett Brothers, The Mountain Goats, Brandi Carlisle, Langhorne Slim and many others.",https://www.facebook.com/thegreenespace/videos/335676857765764/,,,Samantha Crain in Performance,,,,,-0.9,,,
174,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16273.0,17589.0,2020-10-20 12:39:37 EDT,2020-10-20,12:39:37,Live Video Scheduled,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/444125570150/posts/10164870280190151,"Climb into our joy machine for 30 minutes and you’ll see what a few local musicians, comedians, dancers and animators can do with nothing but their talents and whatever gear they’ve got in their apartments. Your esteemed MC Adam Hamway is very much LIVE, and all the videos he’ll introduce to you were curated by The Greene Space team and created by New York City artists while the city has been on pause for social distancing. Tune in here on this page at 7pm ET, support the scene and save your FOMO for, umm, everything else in life.",https://www.facebook.com/thegreenespace/videos/686040662048412/,,,Still Live From New York: Ep. 9,,,,,-20.0,,,
181,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16266.0,17576.0,2020-10-09 17:27:05 EDT,2020-10-09,17:27:05,Live Video Scheduled,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/444125570150/posts/10164818610775151,"Natalie Diaz released her first poetry collection, When My Brother Was an Aztec, in 2012. This March, she released her second book, Post Colonial Love Poem, described by The New York Times as “no doubt one of the most important poetry releases in years.” Join Diaz as she shares some of her newest work and takes listener questions.",,,,,,,,,-20.0,,,
0,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16182.0,17585.0,2022-06-22 19:09:10 EDT,2022-06-22,19:09:10,Live Video Complete,4,1,1,1,1,0,0,0,0,0,owned,Yes,51,55,0,01:51:30,https://www.facebook.com/444125570150/posts/5795339517162241,"Join Artist-in-Residence Staceyann Chin for a conversation about how making the journey to/from home becomes a lens for art and activism, with poet Mohagany Browne and musical guest Candice Hoyes.",https://www.facebook.com/thegreenespace/videos/5795339517162241/,,,Prodigyal: Staceyann Chin in Residence,,,,,-0.64,,,
178,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16273.0,17585.0,2020-10-13 10:24:52 EDT,2020-10-13,10:24:52,Live Video Scheduled,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/444125570150/posts/10164835442800151,"Kai Wright, host of United States of Anxiety, joins Andrea Bernstein, co-host of the Trump, Inc. podcast and author of the New York Times Bestseller AMERICAN OLIGARCHS: The Kushners, The Trumps, and the Marriage of Money and Power, to discuss the tattered state of democracy, the encroaching oligarchy, racism, nativism, voter suppression and how Donald Trump’s central principle of “us” versus “them” has infected all of American government.",https://www.facebook.com/thegreenespace/videos/256346285799172/,,,Who Matters in America 2020? A Conversation Between Kai Wright and Andrea Bernstein,,,,,-20.0,,,
190,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16235.0,17540.0,2020-10-05 19:00:08 EDT,2020-10-05,19:00:08,Live Video Complete,8,4,0,2,2,0,0,0,0,0,crosspost,Yes,158,163,1754,00:56:54,https://www.facebook.com/444125570150/posts/342515173473982,"Presented in collaboration with The Lenape Center, host Jocelyn Getgen Kestenbaum is joined by co-directors Brent Michael Davids and Curtis Zunigha. The group will tune in live from Wisconsin and Oklahoma at their respective Lenape nations, who bring home the understanding of diaspora and forced migrations from present-day New York City. Further guests include Lenape Center Executive Director Joe Baker, who will speak to real time work and movements happening in regard to these locations; and Todd Poisson, lead architect of the newly revamped Tammany Hall (which pays homage to the Turtle Clan of the Lenape Tribe) discusses the reopening. The Lenape Center co-director Hadrien Coumans also joins.",https://www.facebook.com/thegreenespace/videos/342515173473982/,,,First Peoples Week: Manhattan Is Lenape,,,,,-0.33,,,
192,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16227.0,17527.0,2020-10-02 19:00:11 EDT,2020-10-02,19:00:11,Live Video Complete,0,0,0,0,0,0,0,0,0,0,crosspost,Yes,59,59,1530,00:33:12,https://www.facebook.com/444125570150/posts/326474425311720,"For almost 50 years, the Nuyorican Poets Cafe has been a vanguard in the world of spoken word poetry and an iconic Lower East Side institution. Now, they join forces with The Greene Space to present a showcase of performers, both established and up-and-coming. This show, hosted by playwright/director Elaine del Valle, brings together poetry, stories and solo work.",https://www.facebook.com/thegreenespace/videos/326474425311720/,,,Digital Verse: Nuyorican Poets Cafe x TGS,,,,,-24.0,,,
182,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16266.0,17576.0,2020-10-09 16:00:11 EDT,2020-10-09,16:00:11,Live Video Complete,0,0,0,0,0,0,0,0,0,0,crosspost,Yes,101,101,628,00:16:21,https://www.facebook.com/444125570150/posts/654945771828156,"Presented in collaboration with The Lenape Center, The Greene Space will livestream the blessing of the newly revamped Tammany Hall from New York City’s Union Square. The Lenape Center’s Joe Baker and Hadrien Coumans will lead the blessing. This historically Lenape space has served as an icon in the New York City region for centuries.",https://www.facebook.com/thegreenespace/videos/654945771828156/,,,Blessing the New Tammany Hall,,,,,-24.0,,,
1,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16177.0,17579.0,2022-06-21 19:08:13 EDT,2022-06-21,19:08:13,Live Video Complete,1,0,0,1,0,0,0,0,0,0,owned,Yes,47,58,0,01:32:57,https://www.facebook.com/444125570150/posts/318429353833234,"Staceyann Chin begins her residency in The Greene Space with a conversation exploring what home is for those of us who left home to find ourselves/our voices. How do we carry home with us, how do we find it as we move across borders—what are some of the practices we have to institute in order to find balance/calm/safety?",https://www.facebook.com/thegreenespace/videos/318429353833234/,,,Prodigyal: Staceyann Chin and Rachel Cargle in Conversation,,,,,-0.91,,,
175,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16277.0,17591.0,2020-10-16 19:00:11 EDT,2020-10-16,19:00:11,Live Video Complete,1,1,0,0,0,0,0,0,0,0,crosspost,Yes,125,125,1363,01:11:44,https://www.facebook.com/444125570150/posts/3317348985027701,"For the finale of Death, Sex & Money‘s Audio We Love Fest, join host Anna Sale for a live conversation with Back Issue hosts Tracy Clayton and Josh Gwynn. In their new show, Tracy and Josh share the stories behind some legendary moments in pop culture—including ones that are pretty cringeworthy in hindsight—and go deep on some of people, shows, and songs that changed us forever. Join the nostalgia party and watch as they share some of the moments from the past that are bringing them joy in a tumultuous year.",https://www.facebook.com/thegreenespace/videos/3317348985027701/,,,Death Sex & Money’s Audio We Love Fest: Back Issue,,,,,-0.92,,,
167,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16260.0,17585.0,2020-10-30 11:37:51 EDT,2020-10-30,11:37:51,Live Video Scheduled,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/444125570150/posts/10164917918170151,"How would you have us, as we are? Or sinking ‘neath the load we bear? – James Weldon Johnson, To America Join us in Brooklyn’s historic Green-Wood Cemetery for a night of performance inspired by the poetry of James Weldon Johnson, who is buried at Green-Wood and best known for his anthem “Lift Every Voice and Sing.” Curated by Death of Classical and Green-Wood, it will blend music, history, literature, and dance into a single sweeping, shuddering cry into the night. Featuring poetry by Weldon Johnson, Langston Hughes and Terrance Hayes; stories from the lives of Margaret Pine, the last enslaved person in New York State, a young drummer boy killed in the Civil War, former NY Governor DeWitt Clinton, and others; and music by The Harlem Chamber Players, violinist Lady Jess, singers Danielle Buonaiuto, Freddie June, Paul Grosvenor and many more talented souls. It is a lament, a love song, a prayer, and a plea to America in a time of deep uncertainty, in remembrance of all that this nation has been, and all that it can be. Join us after the performance for a discussion about the creation of “To America” with Liz Player, Executive Director and Artistic Director of The Harlem Chamber Players and Death of Classical Founder and General & Artistic Director Andrew Ousley. Hosted by WQXR’s James Bennett.",https://www.facebook.com/thegreenespace/videos/761752621079122/,,,To America: A Live Performance in Green-Wood Cemetery,,,,,-20.0,,,
8,The Greene Space at WNYC/WQXR,thegreenespace,444125570150,BROADCASTING_MEDIA_PRODUCTION,US,"Essential conversations and intimate performances, live from New York and heard everywhere on WNYC and WQXR.",2010-01-28 15:53:26,16184.0,17577.0,2022-06-01 19:00:21 EDT,2022-06-01,19:00:21,Live Video Complete,1,1,0,0,0,0,0,0,0,0,owned,Yes,66,66,0,00:59:34,https://www.facebook.com/444125570150/posts/350462947191351,"Get Lit is back in The Greene Space! Join Alison Stewart, host of WNYC’s All Of It, alongside bestselling author Hernan Diaz and fellow book lovers for this virtual book club event. This month, we’re reading Diaz’s TRUST. Alison will talk with a marquee author during a live event in The Greene Space. Until then, follow along as we share our progress on Instagram. This month’s musical guest is Shaina Taub, singer, songwriter, and creator and composer of the off-Broadway musical SUFFS, which will have just finished its multi-month sold-out run at the Public Theater. The musical stars Taub as Alice Paul and follows the women’s suffrage movement leading up to the passage of the Nineteenth Amendment. Taub also has a new a new album out, titled Songs of the Great Hill. She joins us for a special performance.",https://www.facebook.com/thegreenespace/videos/350462947191351/,,,Get Lit with All Of It: Hernan Diaz,,,,,-0.91,,,
230,The Nashville News,newsinnashville,212616718801767,BROADCASTING_MEDIA_PRODUCTION,US,"The Nashville News, Nashville and Washington County's finest source of news and information. to contact the Nashville News, please call (618) 327-3411",2011-09-21 21:53:21,5049.0,5283.0,2020-10-30 15:53:56 EDT,2020-10-30,15:53:56,Photo,7,0,0,1,0,0,0,4,0,2,,-,0,0,0,,https://www.facebook.com/212616718801767/posts/3591658717564200,,,,,,,,,,-5.29,,,
276,The Nashville News,newsinnashville,212616718801767,BROADCASTING_MEDIA_PRODUCTION,US,"The Nashville News, Nashville and Washington County's finest source of news and information. to contact the Nashville News, please call (618) 327-3411",2011-09-21 21:53:21,5029.0,5260.0,2020-10-09 11:42:25 EDT,2020-10-09,11:42:25,Link,27,12,0,13,0,2,0,0,0,0,,-,0,0,0,,https://www.facebook.com/212616718801767/posts/3532313376832068,Washington County had been listed on the state’s warning list for the past four weeks. An official announcement is expected later today.,https://www.nash-news.com/2020/10/09/meier-covid-restrictions-lifted-for-metro-east-region/,,,Meier: COVID Restrictions Will Be Lifted for Metro East Region,"Meier: COVID Restrictions Will Be Lifted for Metro East Region By Editor | October 9, 2020 | 0 State Representative Charlie Meier (R-Okawville) issued a statement following the news that Illinois’ COVID restrictions for Metro East Region 4 have been lifted. Region 4 includes the following counties...",,,,-1.48,,,
252,The Nashville News,newsinnashville,212616718801767,BROADCASTING_MEDIA_PRODUCTION,US,"The Nashville News, Nashville and Washington County's finest source of news and information. to contact the Nashville News, please call (618) 327-3411",2011-09-21 21:53:21,5036.0,5269.0,2020-10-22 14:03:41 EDT,2020-10-22,14:03:41,Link,9,0,1,4,0,0,0,4,0,0,,-,0,0,0,,https://www.facebook.com/212616718801767/posts/3569100016486737,All services will be private. Styninger Funeral Home in Nashville is in charge of arrangements.,https://www.nash-news.com/2020/10/22/william-brammeier/,,,WILLIAM BRAMMEIER,"WILLIAM BRAMMEIER By Editor | October 22, 2020 | 0 WILLIAM BRAMMEIER William Brammeier, 86 of Oakdale, passed away at 11:20 p.m. on Tuesday, October 20, 2020 at Friendship Manor Health Center in Nashville. He was born on August 7, 1934 in Oakdale, the son of Theodore and Anita Boyer Brammeier. He ma...",,,,-4.44,,,
290,The Nashville News,newsinnashville,212616718801767,BROADCASTING_MEDIA_PRODUCTION,US,"The Nashville News, Nashville and Washington County's finest source of news and information. to contact the Nashville News, please call (618) 327-3411",2011-09-21 21:53:21,5022.0,5254.0,2020-10-01 18:25:45 EDT,2020-10-01,18:25:45,Status,68,55,1,1,11,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/212616718801767/posts/3507854499277956,Congrats to the Jr Hornettes on their Regional Championship! NMS SB🥎 RESULTS! 🔵 Thursday Oct 1 🔵 SIJHSAA Regional Championship 🆚 Aviston 🥎 NMS-13 🆚 Aviston-4 #jrhornets,,,,,,,,,1.7,,,
249,The Nashville News,newsinnashville,212616718801767,BROADCASTING_MEDIA_PRODUCTION,US,"The Nashville News, Nashville and Washington County's finest source of news and information. to contact the Nashville News, please call (618) 327-3411",2011-09-21 21:53:21,5036.0,5269.0,2020-10-23 18:47:28 EDT,2020-10-23,18:47:28,Link,9,6,2,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/212616718801767/posts/3572544742808931,"Although the reasons for counties reaching a warning level varies, some of the common factors for an increase in cases and outbreaks are associated with gatherings in people’s homes, weddings and funerals, bars and clubs, university and college parties as well as college sports teams, family gatherings, long-term care facilities, correctional centers, schools, and cases among the community at large, especially people in their 20s.",https://www.nash-news.com/2020/10/23/51-counties-placed-on-state-warning-list-washington-co-taken-off/,,,"51 Counties Placed On State Warning List, Washington Co. Taken Off","51 Counties Placed On State Warning List, Washington Co. Taken Off By Editor | October 23, 2020 | 0 SPRINGFIELD – The Illinois Department of Public Health (IDPH) today reported 51 counties in Illinois are considered to be at a warning level for novel coronavirus disease (COVID-19). A county enters...",,,,-4.44,,,
238,The Nashville News,newsinnashville,212616718801767,BROADCASTING_MEDIA_PRODUCTION,US,"The Nashville News, Nashville and Washington County's finest source of news and information. to contact the Nashville News, please call (618) 327-3411",2011-09-21 21:53:21,5043.0,5277.0,2020-10-27 21:05:05 EDT,2020-10-27,21:05:05,Link,21,5,3,4,0,0,0,8,1,0,,-,0,0,0,,https://www.facebook.com/212616718801767/posts/3583858388344233,,https://www.nash-news.com/2020/10/27/winter-sports-restrictions-announced/,,,Winter sports restrictions announced,"Winter sports restrictions announced By Editor | October 27, 2020 | 0 Winter sports restrictions announced Basketball, wrestling, hockey classified as ‘high-risk’ activities By PETER HANCOCK Capitol News Illinois [email protected] SPRINGFIELD – Gov. JB Pritzker and the Illinois Department of ...",,,,-1.9,,,
263,The Nashville News,newsinnashville,212616718801767,BROADCASTING_MEDIA_PRODUCTION,US,"The Nashville News, Nashville and Washington County's finest source of news and information. to contact the Nashville News, please call (618) 327-3411",2011-09-21 21:53:21,5032.0,5263.0,2020-10-15 17:22:03 EDT,2020-10-15,17:22:03,Link,19,2,0,4,0,0,0,9,4,0,,-,0,0,0,,https://www.facebook.com/212616718801767/posts/3550593115004094,"The driver, who was cited in the accident, was transported to a local hospital with injuries. A 4-year-old male from Mt. Vernon was reportedly taken to a local area hospital with life-threatening injuries.",https://www.nash-news.com/2020/10/15/head-on-collision-in-jefferson-county-injures-two-driver-cited-for-dui/,,,"Head-on Collision In Jefferson County Injures Two, Driver Cited For DUI, Other Charges","Head-on Collision In Jefferson County Injures Two, Driver Cited For DUI, Other Charges By Editor | October 15, 2020 | 0 A two-vehicle accident in Jefferson County on Thursday morning sends two to the hospital, according to police. Preliminary reports from the Illinois State Police state that a 2008....",,,,-2.11,,,
267,The Nashville News,newsinnashville,212616718801767,BROADCASTING_MEDIA_PRODUCTION,US,"The Nashville News, Nashville and Washington County's finest source of news and information. to contact the Nashville News, please call (618) 327-3411",2011-09-21 21:53:21,5031.0,5262.0,2020-10-14 14:33:03 EDT,2020-10-14,14:33:03,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/212616718801767/posts/3547580148638724,,https://www.facebook.com/1168311203192297/photos/a.1170448302978587/3545569125466481/?type=3,,,Nashville District 49 PSO,,,,,-37.0,,,
289,The Nashville News,newsinnashville,212616718801767,BROADCASTING_MEDIA_PRODUCTION,US,"The Nashville News, Nashville and Washington County's finest source of news and information. to contact the Nashville News, please call (618) 327-3411",2011-09-21 21:53:21,5023.0,5254.0,2020-10-02 13:44:49 EDT,2020-10-02,13:44:49,Status,22,3,1,10,0,3,0,5,0,0,,-,0,0,0,,https://www.facebook.com/212616718801767/posts/3510536229009783,"Twenty-eight counties are currently reported at a warning level – Bond, Boone, Brown, Calhoun, Christian, Clinton, Coles, Crawford, DeKalb, DeWitt, Fayette, Greene, Hancock, Jasper, Lee, Livingston, Macon, Massac, Monroe, Morgan, Pulaski, Putnam, Richland, Saline, St. Clair, Wabash, Washington, and Winnebago. Washington County’s test positivity rate for the week of September 20 was listed as 11.5 percent, according to the IDPH. There were 183 tests performed during that time. https://www.nash-news.com/2020/10/02/washington-county-remains-on-state-warning-list-for-fourth-consecutive-week/",,,,,,,,,-1.82,,,
226,The Nashville News,newsinnashville,212616718801767,BROADCASTING_MEDIA_PRODUCTION,US,"The Nashville News, Nashville and Washington County's finest source of news and information. to contact the Nashville News, please call (618) 327-3411",2011-09-21 21:53:21,5052.0,5286.0,2020-10-31 21:32:03 EDT,2020-10-31,21:32:03,Status,124,20,100,3,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/212616718801767/posts/3595019263894812,We hope everyone had a happy Halloween! Show us your costumes and/or how much candy you got and we will print some of them in next week’s paper!,,,,,,,,,3.1,,,
